page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
9,14,Bellicum to Miltenyi for such assistance.,6,50.04999923706055,220.6847686767578,194.60626220703125,229.5222625732422,144.58126,8.86249,False,Bellicum to Miltenyi for such assistance,6,Bellicum to Miltenyi for such assistance.,6,False,False
9,15,(c) In the event that Bellicum receives notice from a Regulatory Authority raising any issues concerning the safety or quality of any,22,50.04999923706055,238.3595733642578,544.9501342773438,247.1970672607422,494.92514,8.86249,False,c In the event that Bellicum receives notice from a Regulatory Authority raising any issues concerning the safety or quality of any,22,(c) In the event that Bellicum receives notice from a Regulatory Authority raising any issues concerning the safety or quality of any,22,False,False
9,16,"Miltenyi Product, Bellicum shall promptly notify Miltenyi of the same in writing. Upon receipt of such notification, and subject to",20,50.04999923706055,249.0910186767578,544.9501342773438,257.92852783203125,494.92514,8.86251,False,Miltenyi Product Bellicum shall promptly notify Miltenyi of the same in writing Upon receipt of such notification and subject to,20,"Miltenyi Product, Bellicum shall promptly notify Miltenyi of the same in writing. Upon receipt of such notification, and subject to",20,False,False
9,17,"Miltenyi’s obligations set forth in the Quality Agreement, if applicable, in this regard, Miltenyi shall make [...***...] to cure such safety or",22,50.04999923706055,259.19061279296875,544.9497680664062,268.02813720703125,494.92477,8.86252,False,Miltenyis obligations set forth in the Quality Agreement if applicable in this regard Miltenyi shall make  to cure such safety or,21,"Miltenyi’s obligations set forth in the Quality Agreement, if applicable, in this regard, Miltenyi shall make [...***...] to cure such safety or",22,False,False
9,18,"quality issue(s) as they relate to the Miltenyi Products as promptly as possible, and unless such issues solely relate to Bellicum’s Permitted",22,50.04999923706055,269.29119873046875,544.9498901367188,278.12872314453125,494.92489,8.86252,False,quality issues as they relate to the Miltenyi Products as promptly as possible and unless such issues solely relate to Bellicums Permitted,22,"quality issue(s) as they relate to the Miltenyi Products as promptly as possible, and unless such issues solely relate to Bellicum’s Permitted",22,False,False
9,19,"Use of the relevant Miltenyi Product(s) in connection with the manufacture or use of a Bellicum Product, such efforts shall be at",22,50.04999923706055,279.39080810546875,544.9501953125,288.22833251953125,494.9252,8.86252,False,Use of the relevant Miltenyi Products in connection with the manufacture or use of a Bellicum Product such efforts shall be at,22,"Use of the relevant Miltenyi Product(s) in connection with the manufacture or use of a Bellicum Product, such efforts shall be at",22,False,False
9,20,Miltenyi’s sole expense.,3,50.04999923706055,289.49139404296875,134.63751220703125,298.32891845703125,84.61251,8.86252,False,Miltenyis sole expense,3,Miltenyi’s sole expense.,3,False,False
9,21,"(d) As of the Effective Date and to and through the expiration or termination of this Agreement, each Party represents, warrants and",22,50.04999923706055,307.16619873046875,544.9498291015625,316.00372314453125,494.92483,8.86252,False,d As of the Effective Date and to and through the expiration or termination of this Agreement each Party represents warrants and,22,"(d) As of the Effective Date and to and through the expiration or termination of this Agreement, each Party represents, warrants and",22,False,False
9,22,"covenants to the other Party that: (1) such Party, and, to its actual knowledge, its owners, directors, officers, employees, and any agent,",22,50.04999923706055,317.89764404296875,544.9498291015625,326.73516845703125,494.92483,8.86252,False,covenants to the other Party that 1 such Party and to its actual knowledge its owners directors officers employees and any agent,22,"covenants to the other Party that: () such Party, and, to its actual knowledge, its owners, directors, officers, employees, and any agent,",22,False,False
9,23,"representative, Subcontractor or other Third Party acting for or on such its behalf, shall not, directly or indirectly, offer, pay, promise to",22,50.04999923706055,327.99725341796875,544.9502563476562,336.83477783203125,494.92526,8.86252,False,representative Subcontractor or other Third Party acting for or on such its behalf shall not directly or indirectly offer pay promise to,22,"representative, Subcontractor or other Third Party acting for or on such its behalf, shall not, directly or indirectly, offer, pay, promise to",22,False,False
9,24,"pay, or authorize such offer, promise or payment, of anything of value, to any person for the purposes of obtaining or retaining business",23,50.04999923706055,338.09686279296875,544.9502563476562,346.93438720703125,494.92526,8.86252,False,pay or authorize such offer promise or payment of anything of value to any person for the purposes of obtaining or retaining business,23,"pay, or authorize such offer, promise or payment, of anything of value, to any person for the purposes of obtaining or retaining business",23,False,False
9,25,"through any improper advantage in connection with this Agreement, or that would otherwise violate any Applicable Laws, rules and",19,50.04999923706055,348.19744873046875,544.9503784179688,357.03497314453125,494.92538,8.86252,False,through any improper advantage in connection with this Agreement or that would otherwise violate any Applicable Laws rules and,19,"through any improper advantage in connection with this Agreement, or that would otherwise violate any Applicable Laws, rules and",19,False,False
9,26,"regulations concerning or relating to public or commercial bribery or corruption; and (2) its financial books, accounts, records and",19,50.04999923706055,358.29705810546875,544.9501342773438,367.13458251953125,494.92514,8.86252,False,regulations concerning or relating to public or commercial bribery or corruption and 2 its financial books accounts records and,19,"regulations concerning or relating to public or commercial bribery or corruption; and () its financial books, accounts, records and",19,False,False
9,27,invoices related to this Agreement or related to any work conducted for or on behalf of the other Party are and will be complete and,25,50.04999923706055,368.39764404296875,544.949462890625,377.23516845703125,494.92446,8.86252,False,invoices related to this Agreement or related to any work conducted for or on behalf of the other Party are and will be complete and,25,invoices related to this Agreement or related to any work conducted for or on behalf of the other Party are and will be complete and,25,False,False
9,28,accurate in all material respects. Each Party may request in writing from time to time that the other Party complete a compliance,22,50.04999923706055,378.49725341796875,544.949951171875,387.33477783203125,494.92495,8.86252,False,accurate in all material respects Each Party may request in writing from time to time that the other Party complete a compliance,22,accurate in all material respects. Each Party may request in writing from time to time that the other Party complete a compliance,22,False,False
9,29,certification regarding the foregoing in this Section 2.6.,8,50.04999923706055,388.59686279296875,247.6313018798828,397.43438720703125,197.6063,8.86252,False,certification regarding the foregoing in this Section 26,8,certification regarding the foregoing in this Section ..,8,False,False
9,30,"2.7 Violations. Nothing herein contained shall oblige Miltenyi to continue supplying, or Bellicum to continue ordering or purchasing, any",19,50.04999923706055,406.27264404296875,544.9500122070312,415.11016845703125,494.92501,8.86252,False,27 Violations Nothing herein contained shall oblige Miltenyi to continue supplying or Bellicum to continue ordering or purchasing any,19,". Violations. Nothing herein contained shall oblige Miltenyi to continue supplying, or Bellicum to continue ordering or purchasing, any",19,False,False
9,31,"Miltenyi Product if such supply or purchase is reasonably believed by Miltenyi or Bellicum, as the case may be, based on objective",22,50.04999923706055,417.00311279296875,544.9505615234375,425.84063720703125,494.92556,8.86252,False,Miltenyi Product if such supply or purchase is reasonably believed by Miltenyi or Bellicum as the case may be based on objective,22,"Miltenyi Product if such supply or purchase is reasonably believed by Miltenyi or Bellicum, as the case may be, based on objective",22,False,False
